setup,direction,entry_ts,exit_ts,entry_t,exit_t,stop_t,target_t,risk_ticks,pnl_ticks,pnl_usd,r_multiple,reason,mae_ticks,mfe_ticks,trend,lvn_strength,absorption_ratio,aggressor_share,stacked,hour
lvn+structure,-1,2024-02-02 15:27:18.434281,2024-02-02 15:30:48.049696,19086.0,19064.0,19085.0,19064.0,11.0,22.0,26.26,2.0,objectif,-1.0,24.0,-1,0.7898322099526747,7.6235565819861435,0.5931535898212663,1,15
lvn,1,2024-02-05 14:23:18.802290,2024-02-05 14:27:34.978327,19128.0,19136.0,19129.0,19136.0,4.0,8.0,8.76,2.0,objectif,-2.0,15.0,-1,0.7874688501245994,3.0388457269700333,0.5982468955441929,1,14
lvn,-1,2024-02-05 15:23:09.124216,2024-02-05 15:25:25.156818,19155.0,19145.0,19154.0,19145.0,5.0,10.0,11.26,2.0,objectif,-3.0,14.0,0,0.7107154524665142,7.137815126050421,0.5102425241346833,1,15
lvn+structure,-1,2024-02-06 15:08:29.148887,2024-02-06 15:29:11.820227,18959.0,18959.0,18958.0,18919.0,20.0,-0.0,-1.24,-0.0,breakeven,-2.0,31.0,-1,0.9107704801542991,2.8422174840085286,0.63615903975994,1,15
lvn,1,2024-02-07 10:01:24.139400,2024-02-07 10:04:39.270103,18963.0,18963.0,18964.0,18979.0,8.0,0.0,-1.24,0.0,breakeven,-7.0,8.0,0,0.8448907018094342,5.349282296650718,0.5290697674418605,1,10
lvn+structure,-1,2024-02-08 11:06:53.888825,2024-02-08 11:12:09.808074,19073.0,19065.0,19072.0,19065.0,4.0,8.0,8.76,2.0,objectif,-2.0,13.0,-1,0.8668954093705632,4.004993757802747,0.6178304239401496,1,11
lvn+structure,1,2024-02-08 13:07:26.292454,2024-02-08 14:18:48.476854,19157.0,19199.0,19158.0,19199.0,21.0,42.0,51.26,2.0,objectif,-1.0,46.0,1,0.898840511121628,9.209847596717468,0.5239307535641547,1,13
lvn,-1,2024-02-08 15:01:07.201282,2024-02-08 15:04:10.651146,19136.0,19141.0,19140.0,19128.0,4.0,-5.0,-7.49,-1.25,stop,-4.0,4.0,0,0.8175579744439185,3.1617806731813247,0.5418956043956044,1,15
lvn,1,2024-02-08 15:21:07.472238,2024-02-08 15:28:47.397366,19088.0,19108.0,19089.0,19108.0,10.0,20.0,23.76,2.0,objectif,-4.0,24.0,-1,0.9317321344060577,4.629940119760479,0.5095706156233833,1,15
lvn,-1,2024-02-09 11:47:29.225888,2024-02-09 12:01:29.465149,19141.0,19101.0,19140.0,19101.0,20.0,40.0,48.76,2.0,objectif,-6.0,43.0,1,0.7771656945344567,3.4472934472934473,0.593939393939394,1,11
structure,1,2024-02-09 14:02:07.802895,2024-02-09 14:14:37.839413,19022.0,19064.0,19023.0,19064.0,21.0,42.0,51.26,2.0,objectif,-1.0,45.0,1,0.0,2.6103896103896105,0.5044776119402985,1,14
structure,-1,2024-02-12 12:07:50.703545,2024-02-12 12:17:12.159276,18937.0,18917.0,18936.0,18917.0,10.0,20.0,23.76,2.0,objectif,-3.0,21.0,-1,0.0,4.712359550561798,0.5388650453028135,1,12
lvn,1,2024-02-12 13:25:24.376515,2024-02-12 13:37:46.793656,18931.0,18931.0,18932.0,18973.0,21.0,0.0,-1.24,0.0,breakeven,-5.0,21.0,0,0.9473063311049941,4.971134020618557,0.542098714226462,1,13
lvn,-1,2024-02-12 15:08:28.802217,2024-02-12 15:20:18.532204,18899.0,18877.0,18898.0,18877.0,11.0,22.0,26.26,2.0,objectif,-9.0,26.0,0,0.8920161365981799,3.19482619240097,0.562753036437247,1,15
lvn,-1,2024-02-13 11:14:05.807453,2024-02-13 11:21:36.464496,18949.0,18971.0,18970.0,18907.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-25.0,0.0,0,0.9596570852244075,7.4731457800511505,0.5400410677618069,1,11
lvn,1,2024-02-13 14:46:40.184732,2024-02-13 14:55:50.574197,18979.0,19021.0,18980.0,19021.0,21.0,42.0,51.26,2.0,objectif,-2.0,43.0,-1,0.8401561909560398,3.113320079522863,0.6143039591315453,1,14
structure,-1,2024-02-13 15:13:21.341978,2024-02-13 15:16:15.257231,19028.0,19039.0,19038.0,19008.0,10.0,-11.0,-14.99,-1.1,stop,-16.0,1.0,-1,0.0,5.536656891495602,0.5270127118644068,1,15
lvn,1,2024-02-14 09:43:22.874409,2024-02-14 09:46:52.194144,19024.0,19038.0,19025.0,19038.0,7.0,14.0,16.26,2.0,objectif,-5.0,17.0,0,0.9468446907670991,4.527964205816555,0.5074110671936759,1,9
lvn,-1,2024-02-14 11:31:30.733199,2024-02-14 11:35:53.932256,19132.0,19132.0,19131.0,19112.0,10.0,-0.0,-1.24,-0.0,breakeven,-4.0,15.0,0,0.8697015128799237,3.3697560975609755,0.5367689635205559,1,11
lvn+structure,1,2024-02-15 10:17:16.265769,2024-02-15 10:24:34.182513,19196.0,19204.0,19197.0,19204.0,4.0,8.0,8.76,2.0,objectif,-2.0,10.0,1,0.9658193618171985,4.95929203539823,0.5289079229122056,1,10
structure,1,2024-02-15 15:01:06.153340,2024-02-15 15:23:27.554019,19337.0,19379.0,19338.0,19379.0,21.0,42.0,51.26,2.0,objectif,-20.0,49.0,1,0.0,5.654510556621881,0.5539714867617108,1,15
lvn,-1,2024-02-16 09:58:57.733425,2024-02-16 10:03:00.939194,19479.0,19493.0,19492.0,19453.0,13.0,-14.0,-18.74,-1.0769230769230769,stop,-15.0,10.0,0,0.9419321148825065,7.371287128712871,0.5473472128945601,1,9
lvn,1,2024-02-16 10:26:46.135850,2024-02-16 10:28:40.224868,19434.0,19429.0,19430.0,19442.0,4.0,-5.0,-7.49,-1.25,stop,-7.0,1.0,-1,0.9983289817232376,5.972222222222222,0.5505285412262156,1,10
lvn,1,2024-02-16 10:54:39.507140,2024-02-16 10:56:07.378233,19396.0,19387.0,19388.0,19412.0,8.0,-9.0,-12.49,-1.125,stop,-9.0,0.0,-1,0.961816820564013,7.272941176470588,0.5033969589129732,1,10
lvn,1,2024-02-16 14:11:19.409398,2024-02-16 15:02:11.439303,19282.0,19263.0,19264.0,19318.0,18.0,-19.0,-24.99,-1.0555555555555556,stop,-20.0,11.0,-1,0.94884945938453,6.147368421052631,0.5458377239199157,1,14
lvn,-1,2024-02-19 13:12:44.752041,2024-02-19 13:16:18.713731,19411.0,19411.0,19410.0,19393.0,9.0,-0.0,-1.24,-0.0,breakeven,-3.0,10.0,0,0.9633147723550606,11.911854103343465,0.539678489410564,1,13
lvn+structure,-1,2024-02-20 10:00:03.432534,2024-02-20 10:23:21.197164,19245.0,19203.0,19244.0,19203.0,21.0,42.0,51.26,2.0,objectif,-1.0,49.0,-1,0.9280862533692722,3.2337078651685394,0.5392633773453788,1,10
lvn+structure,-1,2024-02-20 13:25:39.654031,2024-02-20 13:30:34.999029,19020.0,19036.0,19035.0,18990.0,15.0,-16.0,-21.24,-1.0666666666666667,stop,-22.0,3.0,-1,0.951525123402101,3.022485207100592,0.5591229444009397,1,13
lvn,-1,2024-02-20 15:22:04.572143,2024-02-20 15:37:21.038214,19231.0,19231.0,19230.0,19203.0,14.0,-0.0,-1.24,-0.0,breakeven,-8.0,24.0,1,0.8286852589641435,3.3244147157190636,0.5231388329979879,1,15
lvn,1,2024-02-21 10:51:14.841056,2024-02-21 10:59:45.981374,19206.0,19188.0,19189.0,19240.0,17.0,-18.0,-23.74,-1.0588235294117647,stop,-19.0,0.0,-1,0.8929808568824066,4.397948717948718,0.5522388059701493,1,10
lvn,1,2024-02-21 14:23:48.888177,2024-02-21 14:30:57.224885,19093.0,19135.0,19094.0,19135.0,21.0,42.0,51.26,2.0,objectif,-6.0,42.0,1,0.950207468879668,5.333333333333333,0.5511945392491467,1,14
lvn,-1,2024-02-21 14:38:18.362122,2024-02-21 14:45:16.479874,19138.0,19154.0,19153.0,19108.0,15.0,-16.0,-21.24,-1.0666666666666667,stop,-16.0,9.0,0,0.9170266976847237,4.617256637168142,0.5682798275035936,1,14
lvn,-1,2024-02-21 15:48:24.465804,2024-02-21 15:56:43.394447,19020.0,19026,19036.0,18988.0,16.0,-6.0,-8.74,-0.375,fin_de_seance,-14.0,5.0,0,0.8953797774552492,2.83265306122449,0.6145533141210374,1,15
lvn+structure,-1,2024-02-22 13:59:57.879683,2024-02-22 14:12:15.119319,18891.0,18891.0,18890.0,18853.0,19.0,-0.0,-1.24,-0.0,breakeven,-7.0,19.0,-1,0.7162002364998029,4.757575757575758,0.550018733608093,1,13
structure,1,2024-02-23 10:28:46.860731,2024-02-23 10:33:11.858391,18915.0,18925.0,18910.0,18925.0,5.0,10.0,11.26,2.0,objectif,-4.0,12.0,1,0.0,3.9008547008547008,0.5056967572304996,1,10
lvn,1,2024-02-23 11:05:08.448746,2024-02-23 11:12:34.595293,18945.0,18987.0,18946.0,18987.0,21.0,42.0,51.26,2.0,objectif,-1.0,43.0,0,0.7463394226746618,5.896207584830339,0.5423155044008124,1,11
structure,1,2024-02-23 15:11:54.703585,2024-02-23 15:29:06.393856,19130.0,19130.0,19131.0,19172.0,21.0,0.0,-1.24,0.0,breakeven,-5.0,29.0,1,0.0,7.6764132553606235,0.5170137125444388,1,15
lvn,-1,2024-02-26 10:52:32.762906,2024-02-26 10:57:01.238481,19153.0,19137.0,19152.0,19137.0,8.0,16.0,18.76,2.0,objectif,-6.0,17.0,0,0.8221955608878224,3.9003496503496504,0.5289108023307934,1,10
lvn+structure,-1,2024-02-26 11:18:20.793416,2024-02-26 11:28:43.247456,19140.0,19098.0,19139.0,19098.0,21.0,42.0,51.26,2.0,objectif,-1.0,46.0,-1,0.8439671509791535,3.2045454545454546,0.5212765957446809,1,11
lvn,1,2024-02-27 12:15:25.681214,2024-02-27 12:27:24.368019,19270.0,19312.0,19271.0,19312.0,21.0,42.0,51.26,2.0,objectif,-1.0,42.0,0,0.7804843100730764,5.195121951219512,0.525039123630673,1,12
structure,-1,2024-02-27 14:08:27.947359,2024-02-27 14:10:01.995574,19303.0,19309.0,19308.0,19293.0,5.0,-6.0,-8.74,-1.2,stop,-6.0,2.0,-1,0.0,7.742647058823529,0.5178854067742956,1,14
lvn+structure,-1,2024-02-27 14:41:28.188064,2024-02-27 14:42:34.416891,19304.0,19312.0,19311.0,19290.0,7.0,-8.0,-11.24,-1.1428571428571428,stop,-8.0,0.0,-1,0.8503655840843394,3.4832214765100673,0.5305073859987155,1,14
structure,1,2024-02-27 14:59:46.804727,2024-02-27 15:03:47.664297,19296.0,19336.0,19297.0,19336.0,20.0,40.0,48.76,2.0,objectif,-1.0,42.0,1,0.0,8.545279383429673,0.5666290868094701,1,14
lvn,-1,2024-02-27 15:11:42.957629,2024-02-27 15:41:52.611126,19329.0,19291.0,19328.0,19291.0,19.0,38.0,46.26,2.0,objectif,-1.0,46.0,0,0.8566293377575004,6.253465346534654,0.5731475617479417,1,15
structure,-1,2024-02-28 10:38:26.702422,2024-02-28 10:46:10.539677,19268.0,19226.0,19267.0,19226.0,21.0,42.0,51.26,2.0,objectif,-3.0,42.0,-1,0.0,2.9551227773073667,0.5793696275071634,1,10
lvn,1,2024-02-28 13:17:44.119014,2024-02-28 13:24:19.792272,19064.0,19064.0,19065.0,19084.0,10.0,0.0,-1.24,0.0,breakeven,-7.0,10.0,-1,0.9752628324056896,2.64321608040201,0.5044359949302915,1,13
structure,1,2024-02-28 14:19:07.043983,2024-02-28 14:20:56.516263,19031.0,19031.0,19032.0,19039.0,4.0,0.0,-1.24,0.0,breakeven,-2.0,9.0,1,0.0,10.30640668523677,0.5124324324324324,1,14
lvn+structure,-1,2024-02-28 14:35:31.602345,2024-02-28 14:37:40.826915,19015.0,19003.0,19021.0,19003.0,6.0,12.0,13.76,2.0,objectif,-4.0,13.0,-1,0.9683570397856112,2.8215962441314555,0.5074875207986689,1,14
lvn,-1,2024-02-29 10:17:38.358897,2024-02-29 10:18:45.726420,18999.0,19006.0,19005.0,18987.0,6.0,-7.0,-9.99,-1.1666666666666667,stop,-6.0,2.0,0,0.8604767253213528,8.42019099590723,0.5294880103694103,1,10
structure,-1,2024-03-01 13:17:58.727661,2024-03-01 13:36:01.274361,18893.0,18893.0,18892.0,18851.0,21.0,-0.0,-1.24,-0.0,breakeven,-4.0,24.0,-1,0.0,5.592017738359202,0.5253766851704996,1,13
lvn,-1,2024-01-03 11:06:49.537298,2024-01-03 11:17:25.466811,20031.0,19999.0,20030.0,19999.0,16.0,32.0,38.76,2.0,objectif,-3.0,33.0,1,0.7716339507879458,3.0858034321372854,0.5621840242669363,1,11
lvn,1,2024-01-03 12:20:33.587754,2024-01-03 13:25:43.854765,19934.0,19934.0,19935.0,19974.0,20.0,0.0,-1.24,0.0,breakeven,-1.0,29.0,-1,0.9515681094628463,5.209567198177677,0.5067774376912987,1,12
lvn,-1,2024-01-03 14:10:28.422074,2024-01-03 14:44:01.188600,19947.0,19947.0,19946.0,19905.0,21.0,-0.0,-1.24,-0.0,breakeven,-5.0,40.0,0,0.964370385423017,4.537859007832898,0.5028768699654775,2,14
lvn,-1,2024-01-03 15:28:14.816778,2024-01-03 15:35:53.913991,19977.0,19957.0,19976.0,19957.0,10.0,20.0,23.76,2.0,objectif,-8.0,26.0,0,0.7923186344238976,3.470066518847007,0.5258785942492012,1,15
lvn,-1,2024-01-04 10:25:48.652424,2024-01-04 10:43:48.176817,20026.0,19992.0,20025.0,19992.0,17.0,34.0,41.26,2.0,objectif,-15.0,34.0,0,0.8207680250783699,5.228362877997914,0.5971280414838452,1,10
structure,-1,2024-01-04 11:43:09.665337,2024-01-04 11:47:55.951907,19921.0,19942.0,19941.0,19881.0,20.0,-21.0,-27.49,-1.05,stop,-21.0,0.0,-1,0.0,3.5402298850574714,0.5164835164835165,1,11
lvn+structure,1,2024-01-05 10:19:04.050237,2024-01-05 10:29:47.316549,19855.0,19893.0,19856.0,19893.0,19.0,38.0,46.26,2.0,objectif,-6.0,44.0,1,0.8292832346334491,9.419203747072599,0.5201392342118349,1,10
structure,1,2024-01-05 11:35:05.526600,2024-01-05 11:38:55.953289,19985.0,19995.0,19986.0,19995.0,5.0,10.0,11.26,2.0,objectif,-3.0,14.0,1,0.0,4.154171066525871,0.5927808845958312,1,11
structure,-1,2024-01-05 11:59:46.300154,2024-01-05 12:08:13.689708,20063.0,20063.0,20062.0,20047.0,8.0,-0.0,-1.24,-0.0,breakeven,-3.0,12.0,-1,0.0,5.47906976744186,0.5386247877758913,1,11
lvn,1,2024-01-05 14:16:30.693011,2024-01-05 14:20:23.076294,20077.0,20066.0,20067.0,20097.0,10.0,-11.0,-14.99,-1.1,stop,-11.0,6.0,-1,0.7727084197428453,3.4592030360531307,0.5392210641799232,1,14
structure,1,2024-01-08 14:54:01.253095,2024-01-08 14:57:50.560000,20095.0,20074.0,20075.0,20135.0,20.0,-21.0,-27.49,-1.05,stop,-27.0,0.0,1,0.0,6.856134157105031,0.5082389289392379,1,14
lvn,-1,2024-01-09 10:18:17.733384,2024-01-09 10:21:09.708147,20139.0,20131.0,20138.0,20131.0,4.0,8.0,8.76,2.0,objectif,-2.0,14.0,1,0.9719335407427021,2.973871733966746,0.6206070287539937,1,10
lvn,-1,2024-01-09 10:35:47.137376,2024-01-09 10:48:57.111809,20117.0,20138.0,20137.0,20077.0,20.0,-21.0,-27.49,-1.05,stop,-22.0,4.0,0,0.9426093863771762,3.321256038647343,0.5207272727272727,1,10
structure,-1,2024-01-09 13:18:17.176396,2024-01-09 13:52:42.578607,20078.0,20038.0,20077.0,20038.0,20.0,40.0,48.76,2.0,objectif,-1.0,40.0,-1,0.0,6.451127819548872,0.5141525141525142,1,13
lvn,-1,2024-01-09 15:33:18.832020,2024-01-09 15:40:49.031350,20121.0,20081.0,20120.0,20081.0,20.0,40.0,48.76,2.0,objectif,-1.0,46.0,1,0.7683117360536715,3.796954314720812,0.5679144385026738,2,15
lvn,-1,2024-01-10 11:54:40.751456,2024-01-10 12:14:38.665322,20032.0,20032.0,20031.0,20014.0,9.0,-0.0,-1.24,-0.0,breakeven,-7.0,15.0,0,0.8946572580645161,3.370581527936146,0.5446549391069012,1,11
lvn,-1,2024-01-11 14:52:54.718517,2024-01-11 14:53:40.842978,19979.0,19985.0,19984.0,19969.0,5.0,-6.0,-8.74,-1.2,stop,-8.0,0.0,0,0.9327131387791513,3.3580018501387605,0.5388429752066116,1,14
lvn+structure,1,2024-01-11 15:27:28.628132,2024-01-11 15:44:22.561788,19911.0,19953.0,19912.0,19953.0,21.0,42.0,51.26,2.0,objectif,-6.0,42.0,1,0.8534471772651969,4.890985324947589,0.5507929704243464,1,15
lvn+structure,1,2024-01-12 10:06:46.779748,2024-01-12 10:09:47.288671,19962.0,19940.0,19941.0,20004.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-27.0,0.0,1,0.8956605859590934,3.845942228335626,0.5,1,10
lvn+structure,-1,2024-01-12 13:35:12.809895,2024-01-12 13:55:02.289477,19926.0,19948.0,19947.0,19884.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-23.0,12.0,-1,0.8671848972792893,5.014109347442681,0.5571579317622231,1,13
lvn,1,2024-01-15 10:51:31.632362,2024-01-15 10:52:53.511056,20167.0,20157.0,20158.0,20185.0,9.0,-10.0,-13.74,-1.1111111111111112,stop,-9.0,0.0,0,0.9234862938045989,4.8895348837209305,0.5517241379310345,1,10
lvn,1,2024-01-15 14:35:17.267151,2024-01-15 14:53:04.932352,20138.0,20180.0,20139.0,20180.0,21.0,42.0,51.26,2.0,objectif,-19.0,47.0,-1,0.8819254140355057,5.546391752577319,0.5061957868649318,1,14
lvn,1,2024-01-16 14:04:10.457400,2024-01-16 14:05:18.335854,20176.0,20171.0,20172.0,20184.0,4.0,-5.0,-7.49,-1.25,stop,-4.0,4.0,0,0.7736618059958337,6.745435016111708,0.5219745222929937,1,14
lvn,-1,2024-01-16 14:26:52.716064,2024-01-16 14:28:16.851264,20255.0,20241.0,20254.0,20241.0,7.0,14.0,16.26,2.0,objectif,-1.0,15.0,0,0.7844169071464946,6.513409961685824,0.5470588235294118,1,14
lvn,-1,2024-01-18 11:48:08.753995,2024-01-18 12:15:19.127963,20268.0,20268.0,20267.0,20226.0,21.0,-0.0,-1.24,-0.0,breakeven,-17.0,30.0,0,0.8260678115367679,5.672433679354095,0.5189101260675071,1,11
lvn,1,2024-01-18 13:57:38.047096,2024-01-18 14:10:59.972928,20314.0,20293.0,20294.0,20354.0,20.0,-21.0,-27.49,-1.05,stop,-26.0,10.0,-1,0.7086747668833004,4.435622317596566,0.5379777455249153,2,13
lvn+structure,1,2024-01-18 14:22:28.385400,2024-01-18 14:27:54.113400,20249.0,20249.0,20250.0,20263.0,7.0,0.0,-1.24,0.0,breakeven,-5.0,9.0,1,0.7163555036950603,3.8756476683937824,0.5802139037433155,1,14
structure,-1,2024-01-18 14:50:08.940042,2024-01-18 14:51:25.537414,20310.0,20315.0,20314.0,20302.0,4.0,-5.0,-7.49,-1.25,stop,-9.0,0.0,-1,0.0,8.36382322713258,0.5446055541902187,1,14
lvn,1,2024-01-22 14:00:38.623930,2024-01-22 14:04:44.405429,20267.0,20297.0,20268.0,20297.0,15.0,30.0,36.26,2.0,objectif,-2.0,30.0,0,0.8128389271581415,3.6526717557251906,0.5271682340647857,2,14
lvn,1,2024-01-23 10:28:10.547309,2024-01-23 10:37:43.334600,20281.0,20301.0,20282.0,20301.0,10.0,20.0,23.76,2.0,objectif,-8.0,25.0,0,0.7288778446246403,4.405727923627685,0.5536294691224268,1,10
structure,1,2024-01-23 14:28:29.479844,2024-01-23 14:28:55.450624,20418.0,20413.0,20414.0,20426.0,4.0,-5.0,-7.49,-1.25,stop,-9.0,0.0,1,0.0,8.487899322362052,0.5351277372262774,1,14
lvn,-1,2024-01-24 10:03:56.037545,2024-01-24 10:11:12.616250,20372.0,20330.0,20371.0,20330.0,21.0,42.0,51.26,2.0,objectif,-3.0,44.0,0,0.8605513087792449,6.26284751474305,0.5184288404627387,1,10
structure,1,2024-01-24 11:34:04.511148,2024-01-24 11:52:25.300695,20277.0,20277.0,20278.0,20319.0,21.0,0.0,-1.24,0.0,breakeven,-9.0,23.0,1,0.0,4.96329254727475,0.5181532944867773,1,11
lvn,-1,2024-01-24 13:57:29.877975,2024-01-24 14:00:31.588085,20341.0,20333.0,20340.0,20333.0,4.0,8.0,8.76,2.0,objectif,-2.0,15.0,1,0.8443363446838081,3.7901785714285716,0.5930506478209658,1,13
lvn+structure,1,2024-01-24 14:24:35.619727,2024-01-24 14:26:35.008025,20262.0,20274.0,20256.0,20274.0,6.0,12.0,13.76,2.0,objectif,-5.0,12.0,1,0.8788510539726662,8.609336609336609,0.5450913242009132,1,14
lvn+structure,-1,2024-01-24 15:49:19.546941,2024-01-24 15:56:04.905238,20177.0,20169,20198.0,20135.0,21.0,8.0,8.76,0.38095238095238093,fin_de_seance,-8.0,12.0,-1,0.998262682418346,3.43348623853211,0.5584502338009352,1,15
lvn,1,2024-01-25 11:10:50.772004,2024-01-25 11:14:15.300980,20203.0,20193.0,20194.0,20221.0,9.0,-10.0,-13.74,-1.1111111111111112,stop,-10.0,1.0,-1,0.8330467675378267,2.6116027531956734,0.5444277108433735,1,11
lvn,1,2024-01-25 12:01:38.989911,2024-01-25 13:19:46.277722,20149.0,20149.0,20150.0,20191.0,21.0,0.0,-1.24,0.0,breakeven,-18.0,23.0,0,0.7941884456671252,6.643326039387309,0.5332674571805006,1,12
lvn,1,2024-01-26 10:30:44.334771,2024-01-26 10:37:55.319306,20010.0,20052.0,20011.0,20052.0,21.0,42.0,51.26,2.0,objectif,-1.0,46.0,1,0.9424620874219447,4.46122860020141,0.563431151241535,1,10
lvn,-1,2024-01-26 11:15:42.634276,2024-01-26 11:16:59.468707,20255.0,20245.0,20254.0,20245.0,5.0,10.0,11.26,2.0,objectif,-3.0,14.0,0,0.9900881057268722,6.84923928077455,0.527059773828756,1,11
lvn,-1,2024-01-26 13:07:55.759673,2024-01-26 13:10:43.416060,20298.0,20290.0,20297.0,20290.0,4.0,8.0,8.76,2.0,objectif,-2.0,10.0,0,0.9643817204301075,3.1531531531531534,0.6114285714285714,1,13
lvn,-1,2024-01-29 09:46:58.539851,2024-01-29 09:52:48.037719,20509.0,20467.0,20508.0,20467.0,21.0,42.0,51.26,2.0,objectif,-1.0,43.0,0,0.7283236994219653,5.080597014925373,0.5201723462593028,1,9
lvn,1,2024-01-29 11:45:12.372662,2024-01-29 11:51:45.624077,20300.0,20340.0,20301.0,20340.0,20.0,40.0,48.76,2.0,objectif,-2.0,40.0,-1,0.917358803986711,4.879901960784314,0.6288297338021095,1,11
lvn,-1,2024-01-29 13:18:58.668527,2024-01-29 13:28:09.578658,20421.0,20379.0,20420.0,20379.0,21.0,42.0,51.26,2.0,objectif,-1.0,46.0,0,0.9185072353389185,3.8423973362930077,0.5089543616406701,1,13
lvn,-1,2024-01-29 14:35:49.874890,2024-01-29 14:41:40.655974,20454.0,20463.0,20462.0,20438.0,8.0,-9.0,-12.49,-1.125,stop,-10.0,6.0,0,0.8799328295549957,3.3771712158808933,0.6171932402645114,1,14
structure,1,2024-01-31 12:13:05.880650,2024-01-31 12:20:42.880212,20256.0,20241.0,20242.0,20284.0,14.0,-15.0,-19.99,-1.0714285714285714,stop,-21.0,13.0,1,0.0,5.36741214057508,0.5555555555555556,1,12
lvn,1,2024-02-01 10:44:22.583051,2024-02-01 11:22:40.838078,20216.0,20216.0,20217.0,20258.0,21.0,0.0,-1.24,0.0,breakeven,-13.0,28.0,-1,0.9329570720027365,3.436619718309859,0.515807962529274,2,10
structure,1,2024-02-01 14:52:28.295315,2024-02-01 14:55:35.119764,20215.0,20204.0,20205.0,20235.0,10.0,-11.0,-14.99,-1.1,stop,-12.0,5.0,1,0.0,3.998,0.5832916458229115,1,14
structure,-1,2024-02-01 15:15:25.375456,2024-02-01 15:18:00.038224,20198.0,20188.0,20197.0,20188.0,5.0,10.0,11.26,2.0,objectif,-3.0,14.0,-1,0.0,3.1746031746031744,0.5172222222222222,1,15
structure,-1,2024-02-02 10:12:06.826733,2024-02-02 10:27:38.791519,20142.0,20142.0,20141.0,20102.0,20.0,-0.0,-1.24,-0.0,breakeven,-4.0,26.0,-1,0.0,4.571078431372549,0.5233243967828418,1,10
lvn+structure,1,2024-02-05 11:04:30.808417,2024-02-05 11:22:30.901998,20408.0,20386.0,20387.0,20450.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-23.0,3.0,1,0.7743981782693559,3.893569844789357,0.5022779043280182,1,11
lvn,1,2024-02-05 13:21:33.664711,2024-02-05 13:39:43.470153,20502.0,20544.0,20503.0,20544.0,21.0,42.0,51.26,2.0,objectif,-1.0,49.0,-1,0.9902407286922577,7.855670103092783,0.5217264508603091,2,13
lvn,1,2024-02-05 14:26:04.278151,2024-02-05 14:34:24.556726,20480.0,20522.0,20481.0,20522.0,21.0,42.0,51.26,2.0,objectif,-1.0,43.0,1,0.9546832884097035,6.59002169197397,0.5855826201448321,1,14
structure,-1,2024-02-05 15:40:04.145724,2024-02-05 15:50:31.464161,20565.0,20531.0,20564.0,20531.0,17.0,34.0,41.26,2.0,objectif,-2.0,35.0,-1,0.0,5.443069306930693,0.5261482492041837,1,15
lvn,1,2024-02-07 14:00:16.032502,2024-02-07 14:27:07.890409,20728.0,20768.0,20729.0,20768.0,20.0,40.0,48.76,2.0,objectif,-18.0,41.0,-1,0.8258706467661692,6.2439024390243905,0.5132211538461539,1,14
lvn,1,2024-02-07 14:48:53.659350,2024-02-07 14:53:05.284522,20714.0,20724.0,20715.0,20724.0,5.0,10.0,11.26,2.0,objectif,-3.0,13.0,0,0.7279926896131588,3.3926073926073927,0.5895170789163722,1,14
structure,-1,2024-02-08 13:31:59.750715,2024-02-08 13:34:42.502298,20731.0,20723.0,20730.0,20723.0,4.0,8.0,8.76,2.0,objectif,-2.0,14.0,-1,0.0,4.319105691056911,0.508235294117647,1,13
lvn,-1,2024-02-12 09:41:39.518187,2024-02-12 10:02:32.051400,20424.0,20424.0,20423.0,20382.0,21.0,-0.0,-1.24,-0.0,breakeven,-3.0,36.0,0,0.9156820115322809,3.9439655172413794,0.5349726775956284,1,9
lvn+structure,1,2024-02-12 10:27:49.258557,2024-02-12 10:46:57.475434,20406.0,20446.0,20407.0,20446.0,20.0,40.0,48.76,2.0,objectif,-1.0,42.0,1,0.9649305227337177,4.618004866180049,0.5242360379346681,1,10
lvn,-1,2024-02-12 11:15:18.139735,2024-02-12 11:17:55.872254,20471.0,20459.0,20470.0,20459.0,6.0,12.0,13.76,2.0,objectif,-1.0,14.0,1,0.9480102089044333,5.947725072604066,0.5498046875,1,11
lvn,-1,2024-02-12 13:16:16.404058,2024-02-12 13:25:30.869866,20634.0,20592.0,20633.0,20592.0,21.0,42.0,51.26,2.0,objectif,-1.0,43.0,0,0.9694299390774587,7.458272327964861,0.508441303494307,1,13
lvn,1,2024-02-13 10:17:17.301194,2024-02-13 10:22:15.935716,20583.0,20593.0,20584.0,20593.0,5.0,10.0,11.26,2.0,objectif,-3.0,13.0,-1,0.890982940698619,4.082644628099174,0.5319838056680162,1,10
lvn,1,2024-02-13 10:58:42.982256,2024-02-13 11:05:13.155369,20568.0,20576.0,20569.0,20576.0,4.0,8.0,8.76,2.0,objectif,-3.0,13.0,1,0.9020308692120227,3.971830985915493,0.5656028368794326,1,10
lvn,-1,2024-02-13 14:11:51.301879,2024-02-13 14:24:12.077148,20678.0,20700.0,20699.0,20636.0,21.0,-22.0,-28.74,-1.0476190476190477,stop,-24.0,7.0,1,0.9474878934624698,4.53960396039604,0.5632497273718647,1,14
